"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"Functional_relu_69_forward_output","Functional_relu_69_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_490_forward_input.0","NN_Conv2d_490_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_490_forward_output","NN_Conv2d_490_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"NN_Conv2d_491_forward_input.0","NN_Conv2d_491_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_491_forward_output","NN_Conv2d_491_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"NN_Conv2d_492_forward_input.0","NN_Conv2d_492_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_492_forward_output","NN_Conv2d_492_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"NN_Conv2d_493_forward_input.0","NN_Conv2d_493_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_493_forward_output","NN_Conv2d_493_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"NN_Conv2d_494_forward_input.0","NN_Conv2d_494_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_494_forward_output","NN_Conv2d_494_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"NN_Conv2d_495_forward_input.0","NN_Conv2d_495_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_495_forward_output","NN_Conv2d_495_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"NN_Conv2d_496_forward_input.0","NN_Conv2d_496_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","23.94%","0.32542","0.00447, 0.02612"
"NN_Conv2d_496_forward_output","NN_Conv2d_496_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"Functional_concat_33_forward_input.0.0","Torch_cat_33_forward_input.0.0","(10, 736, 14, 14)","(10, 736, 14, 14)","False","1.28%","0.04647","0.01263, 0.14673"
"Functional_concat_33_forward_input.0.1","Torch_cat_33_forward_input.0.1","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.16%","0.11876","0.00267, 0.01094"
"","Torch_cat_33_forward_output","","(10, 768, 14, 14)","False","0.00%","nan","nan, nan"
"Functional_concat_33_forward_output","","(10, 768, 14, 14)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_497_forward_input.0","NN_BatchNorm2d_497_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_497_forward_output","NN_BatchNorm2d_497_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_498_forward_input.0","NN_BatchNorm2d_498_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_498_forward_output","NN_BatchNorm2d_498_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_499_forward_input.0","NN_BatchNorm2d_499_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_499_forward_output","NN_BatchNorm2d_499_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_500_forward_input.0","NN_BatchNorm2d_500_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_500_forward_output","NN_BatchNorm2d_500_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_501_forward_input.0","NN_BatchNorm2d_501_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_501_forward_output","NN_BatchNorm2d_501_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_502_forward_input.0","NN_BatchNorm2d_502_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_502_forward_output","NN_BatchNorm2d_502_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_503_forward_input.0","NN_BatchNorm2d_503_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"NN_BatchNorm2d_503_forward_output","NN_BatchNorm2d_503_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"Functional_relu_70_forward_input.0","Functional_relu_70_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"Functional_relu_70_forward_output","Functional_relu_70_forward_output","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_497_forward_input.0","NN_Conv2d_497_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_497_forward_output","NN_Conv2d_497_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_Conv2d_498_forward_input.0","NN_Conv2d_498_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_498_forward_output","NN_Conv2d_498_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_Conv2d_499_forward_input.0","NN_Conv2d_499_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_499_forward_output","NN_Conv2d_499_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_Conv2d_500_forward_input.0","NN_Conv2d_500_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_500_forward_output","NN_Conv2d_500_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_Conv2d_501_forward_input.0","NN_Conv2d_501_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_501_forward_output","NN_Conv2d_501_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_Conv2d_502_forward_input.0","NN_Conv2d_502_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_502_forward_output","NN_Conv2d_502_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_Conv2d_503_forward_input.0","NN_Conv2d_503_forward_input.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","27.30%","0.32179","0.00811, 0.10097"
"NN_Conv2d_503_forward_output","NN_Conv2d_503_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_504_forward_input.0","NN_BatchNorm2d_504_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_504_forward_output","NN_BatchNorm2d_504_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_505_forward_input.0","NN_BatchNorm2d_505_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_505_forward_output","NN_BatchNorm2d_505_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_506_forward_input.0","NN_BatchNorm2d_506_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_506_forward_output","NN_BatchNorm2d_506_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_507_forward_input.0","NN_BatchNorm2d_507_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_507_forward_output","NN_BatchNorm2d_507_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_508_forward_input.0","NN_BatchNorm2d_508_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_508_forward_output","NN_BatchNorm2d_508_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_509_forward_input.0","NN_BatchNorm2d_509_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_509_forward_output","NN_BatchNorm2d_509_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_510_forward_input.0","NN_BatchNorm2d_510_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"NN_BatchNorm2d_510_forward_output","NN_BatchNorm2d_510_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"Functional_relu_71_forward_input.0","Functional_relu_71_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.99%","-0.00338","0.00652, 0.02893"
"Functional_relu_71_forward_output","Functional_relu_71_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_504_forward_input.0","NN_Conv2d_504_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_504_forward_output","NN_Conv2d_504_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"NN_Conv2d_505_forward_input.0","NN_Conv2d_505_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_505_forward_output","NN_Conv2d_505_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"NN_Conv2d_506_forward_input.0","NN_Conv2d_506_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_506_forward_output","NN_Conv2d_506_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"NN_Conv2d_507_forward_input.0","NN_Conv2d_507_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_507_forward_output","NN_Conv2d_507_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"NN_Conv2d_508_forward_input.0","NN_Conv2d_508_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_508_forward_output","NN_Conv2d_508_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"NN_Conv2d_509_forward_input.0","NN_Conv2d_509_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_509_forward_output","NN_Conv2d_509_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"NN_Conv2d_510_forward_input.0","NN_Conv2d_510_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","28.53%","0.28149","0.00451, 0.02133"
"NN_Conv2d_510_forward_output","NN_Conv2d_510_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"Functional_concat_34_forward_input.0.0","Torch_cat_34_forward_input.0.0","(10, 768, 14, 14)","(10, 768, 14, 14)","False","1.31%","0.04655","0.01221, 0.14673"
"Functional_concat_34_forward_input.0.1","Torch_cat_34_forward_input.0.1","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.83%","0.18552","0.00207, 0.00998"
"","Torch_cat_34_forward_output","","(10, 800, 14, 14)","False","0.00%","nan","nan, nan"
"Functional_concat_34_forward_output","","(10, 800, 14, 14)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_511_forward_input.0","NN_BatchNorm2d_511_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_511_forward_output","NN_BatchNorm2d_511_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_512_forward_input.0","NN_BatchNorm2d_512_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_512_forward_output","NN_BatchNorm2d_512_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_513_forward_input.0","NN_BatchNorm2d_513_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_513_forward_output","NN_BatchNorm2d_513_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_514_forward_input.0","NN_BatchNorm2d_514_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_514_forward_output","NN_BatchNorm2d_514_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_515_forward_input.0","NN_BatchNorm2d_515_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_515_forward_output","NN_BatchNorm2d_515_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_516_forward_input.0","NN_BatchNorm2d_516_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_516_forward_output","NN_BatchNorm2d_516_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_517_forward_input.0","NN_BatchNorm2d_517_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"NN_BatchNorm2d_517_forward_output","NN_BatchNorm2d_517_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"Functional_relu_72_forward_input.0","Functional_relu_72_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","1.37%","0.04664","0.01181, 0.14673"
"Functional_relu_72_forward_output","Functional_relu_72_forward_output","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_511_forward_input.0","NN_Conv2d_511_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_511_forward_output","NN_Conv2d_511_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_Conv2d_512_forward_input.0","NN_Conv2d_512_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_512_forward_output","NN_Conv2d_512_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_Conv2d_513_forward_input.0","NN_Conv2d_513_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_513_forward_output","NN_Conv2d_513_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_Conv2d_514_forward_input.0","NN_Conv2d_514_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_514_forward_output","NN_Conv2d_514_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_Conv2d_515_forward_input.0","NN_Conv2d_515_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_515_forward_output","NN_Conv2d_515_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_Conv2d_516_forward_input.0","NN_Conv2d_516_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_516_forward_output","NN_Conv2d_516_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_Conv2d_517_forward_input.0","NN_Conv2d_517_forward_input.0","(10, 800, 14, 14)","(10, 800, 14, 14)","False","27.48%","0.32182","0.00785, 0.10097"
"NN_Conv2d_517_forward_output","NN_Conv2d_517_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_518_forward_input.0","NN_BatchNorm2d_518_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_518_forward_output","NN_BatchNorm2d_518_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_519_forward_input.0","NN_BatchNorm2d_519_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_519_forward_output","NN_BatchNorm2d_519_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_520_forward_input.0","NN_BatchNorm2d_520_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_520_forward_output","NN_BatchNorm2d_520_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_521_forward_input.0","NN_BatchNorm2d_521_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_521_forward_output","NN_BatchNorm2d_521_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_522_forward_input.0","NN_BatchNorm2d_522_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_522_forward_output","NN_BatchNorm2d_522_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_523_forward_input.0","NN_BatchNorm2d_523_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_523_forward_output","NN_BatchNorm2d_523_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_524_forward_input.0","NN_BatchNorm2d_524_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"NN_BatchNorm2d_524_forward_output","NN_BatchNorm2d_524_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"Functional_relu_73_forward_input.0","Functional_relu_73_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.90%","0.07947","0.00668, 0.03134"
"Functional_relu_73_forward_output","Functional_relu_73_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_518_forward_input.0","NN_Conv2d_518_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_518_forward_output","NN_Conv2d_518_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.72%","-0.00888","0.00261, 0.01452"
"NN_Conv2d_519_forward_input.0","NN_Conv2d_519_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_519_forward_output","NN_Conv2d_519_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.72%","-0.00888","0.00261, 0.01452"
"NN_Conv2d_520_forward_input.0","NN_Conv2d_520_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_520_forward_output","NN_Conv2d_520_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.72%","-0.00888","0.00261, 0.01452"
"NN_Conv2d_521_forward_input.0","NN_Conv2d_521_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_521_forward_output","NN_Conv2d_521_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.72%","-0.00888","0.00261, 0.01452"
"NN_Conv2d_522_forward_input.0","NN_Conv2d_522_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_522_forward_output","NN_Conv2d_522_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.72%","-0.00888","0.00261, 0.01452"
"NN_Conv2d_523_forward_input.0","NN_Conv2d_523_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","26.31%","0.37403","0.00444, 0.02128"
"NN_Conv2d_523_forward_output","NN_Conv2d_523_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","2.72%","-0.00888","0.00261, 0.01452"
